نص الآية,اسم السورة انجليزي,اسم السورة عربي,رسم الآية,رقم الآية,رقم الجزء,رقم السورة,رقم الصفحة
فخرج على قومه من المحراب فأوحى إليهم أن سبحوا بكرة وعشيا,Maryam,مَريَم,فَخَرَجَ عَلَىٰ قَوۡمِهِۦ مِنَ ٱلۡمِحۡرَابِ فَأَوۡحَىٰٓ إِلَيۡهِمۡ أَن سَبِّحُواْ بُكۡرَةٗ وَعَشِيّٗا ١١ ,11,16,19,305
وما ينبغي للرحمن أن يتخذ ولدا,Maryam,مَريَم,وَمَا يَنۢبَغِي لِلرَّحۡمَٰنِ أَن يَتَّخِذَ وَلَدًا ٩٢,92,16,19,311
ويزيد الله الذين اهتدوا هدى والباقيات الصالحات خير عند ربك ثوابا وخير مردا,Maryam,مَريَم,وَيَزِيدُ ٱللَّهُ ٱلَّذِينَ ٱهۡتَدَوۡاْ هُدٗىۗ وَٱلۡبَٰقِيَٰتُ ٱلصَّٰلِحَٰتُ خَيۡرٌ عِندَ رَبِّكَ ثَوَابٗا وَخَيۡرٞ مَّرَدًّا ٧٦ ,76,16,19,310
وإن الله ربي وربكم فاعبدوه هذا صراط مستقيم,Maryam,مَريَم,وَإِنَّ ٱللَّهَ رَبِّي وَرَبُّكُمۡ فَٱعۡبُدُوهُۚ هَٰذَا صِرَٰطٞ مُّسۡتَقِيمٞ ٣٦,36,16,19,307
ذكر رحمة ربك عبده زكريا,Maryam,مَريَم,ذِكۡرُ رَحۡمَتِ رَبِّكَ عَبۡدَهُۥ زَكَرِيَّآ ٢,2,16,19,305
قالت أنى يكون لي غلام ولم يمسسني بشر ولم أك بغيا,Maryam,مَريَم,قَالَتۡ أَنَّىٰ يَكُونُ لِي غُلَٰمٞ وَلَمۡ يَمۡسَسۡنِي بَشَرٞ وَلَمۡ أَكُ بَغِيّٗا ٢٠,20,16,19,306
إذ نادى ربه نداء خفيا,Maryam,مَريَم,إِذۡ نَادَىٰ رَبَّهُۥ نِدَآءً خَفِيّٗا ٣,3,16,19,305
ياأبت إني أخاف أن يمسك عذاب من الرحمن فتكون للشيطان وليا,Maryam,مَريَم,يَٰٓأَبَتِ إِنِّيٓ أَخَافُ أَن يَمَسَّكَ عَذَابٞ مِّنَ ٱلرَّحۡمَٰنِ فَتَكُونَ لِلشَّيۡطَٰنِ وَلِيّٗا ٤٥,45,16,19,308
إن الذين آمنوا وعملوا الصالحات سيجعل لهم الرحمن ودا,Maryam,مَريَم,إِنَّ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ سَيَجۡعَلُ لَهُمُ ٱلرَّحۡمَٰنُ وُدّٗا ٩٦,96,16,19,312
ثم لننزعن من كل شيعة أيهم أشد على الرحمن عتيا,Maryam,مَريَم,ثُمَّ لَنَنزِعَنَّ مِن كُلِّ شِيعَةٍ أَيُّهُمۡ أَشَدُّ عَلَى ٱلرَّحۡمَٰنِ عِتِيّٗا ٦٩,69,16,19,310
وكان يأمر أهله بالصلاة والزكاة وكان عند ربه مرضيا,Maryam,مَريَم,وَكَانَ يَأۡمُرُ أَهۡلَهُۥ بِٱلصَّلَوٰةِ وَٱلزَّكَوٰةِ وَكَانَ عِندَ رَبِّهِۦ مَرۡضِيّٗا ٥٥,55,16,19,309
ما كان لله أن يتخذ من ولد سبحانه إذا قضى أمرا فإنما يقول له كن فيكون,Maryam,مَريَم,مَا كَانَ لِلَّهِ أَن يَتَّخِذَ مِن وَلَدٖۖ سُبۡحَٰنَهُۥٓۚ إِذَا قَضَىٰٓ أَمۡرٗا فَإِنَّمَا يَقُولُ لَهُۥ كُن فَيَكُونُ ٣٥,35,16,19,307
ورفعناه مكانا عليا,Maryam,مَريَم,وَرَفَعۡنَٰهُ مَكَانًا عَلِيًّا ٥٧,57,16,19,309
ووهبنا لهم من رحمتنا وجعلنا لهم لسان صدق عليا,Maryam,مَريَم,وَوَهَبۡنَا لَهُم مِّن رَّحۡمَتِنَا وَجَعَلۡنَا لَهُمۡ لِسَانَ صِدۡقٍ عَلِيّٗا ٥٠ ,50,16,19,308
وقالوا اتخذ الرحمن ولدا,Maryam,مَريَم,وَقَالُواْ ٱتَّخَذَ ٱلرَّحۡمَٰنُ وَلَدٗا ٨٨,88,16,19,311
كلا سيكفرون بعبادتهم ويكونون عليهم ضدا,Maryam,مَريَم,كـَلَّاۚ سَيَكۡفُرُونَ بِعِبَادَتِهِمۡ وَيَكُونُونَ عَلَيۡهِمۡ ضِدًّا ٨٢,82,16,19,311
فحملته فانتبذت به مكانا قصيا,Maryam,مَريَم,۞ فَحَمَلَتۡهُ فَٱنتَبَذَتۡ بِهِۦ مَكَانٗا قَصِيّٗا ٢٢,22,16,19,306
فاختلف الأحزاب من بينهم فويل للذين كفروا من مشهد يوم عظيم,Maryam,مَريَم,فَٱخۡتَلَفَ ٱلۡأَحۡزَابُ مِنۢ بَيۡنِهِمۡۖ فَوَيۡلٞ لِّلَّذِينَ كَفَرُواْ مِن مَّشۡهَدِ يَوۡمٍ عَظِيمٍ ٣٧,37,16,19,307
واذكر في الكتاب مريم إذ انتبذت من أهلها مكانا شرقيا,Maryam,مَريَم,وَٱذۡكُرۡ فِي ٱلۡكِتَٰبِ مَرۡيَمَ إِذِ ٱنتَبَذَتۡ مِنۡ أَهۡلِهَا مَكَانٗا شَرۡقِيّٗا ١٦,16,16,19,306
وأعتزلكم وما تدعون من دون الله وأدعو ربي عسى ألا أكون بدعاء ربي شقيا,Maryam,مَريَم,وَأَعۡتَزِلُكُمۡ وَمَا تَدۡعُونَ مِن دُونِ ٱللَّهِ وَأَدۡعُواْ رَبِّي عَسَىٰٓ أَلَّآ أَكُونَ بِدُعَآءِ رَبِّي شَقِيّٗا ٤٨,48,16,19,308
كهيعص,Maryam,مَريَم,كٓهيعٓصٓ ١,1,16,19,305
وكلهم آتيه يوم القيامة فردا,Maryam,مَريَم,وَكُلُّهُمۡ ءَاتِيهِ يَوۡمَ ٱلۡقِيَٰمَةِ فَرۡدًا ٩٥ ,95,16,19,311
يرثني ويرث من آل يعقوب واجعله رب رضيا,Maryam,مَريَم,يَرِثُنِي وَيَرِثُ مِنۡ ءَالِ يَعۡقُوبَۖ وَٱجۡعَلۡهُ رَبِّ رَضِيّٗا ٦,6,16,19,305
يايحيى خذ الكتاب بقوة وآتيناه الحكم صبيا,Maryam,مَريَم,يَٰيَحۡيَىٰ خُذِ ٱلۡكِتَٰبَ بِقُوَّةٖۖ وَءَاتَيۡنَٰهُ ٱلۡحُكۡمَ صَبِيّٗا ١٢ ,12,16,19,306
فخلف من بعدهم خلف أضاعوا الصلاة واتبعوا الشهوات فسوف يلقون غيا,Maryam,مَريَم,۞ فَخَلَفَ مِنۢ بَعۡدِهِمۡ خَلۡفٌ أَضَاعُواْ ٱلصَّلَوٰةَ وَٱتَّبَعُواْ ٱلشَّهَوَٰتِۖ فَسَوۡفَ يَلۡقَوۡنَ غَيًّا ٥٩ ,59,16,19,309
لا يسمعون فيها لغوا إلا سلاما ولهم رزقهم فيها بكرة وعشيا,Maryam,مَريَم,لَّا يَسۡمَعُونَ فِيهَا لَغۡوًا إِلَّا سَلَٰمٗاۖ وَلَهُمۡ رِزۡقُهُمۡ فِيهَا بُكۡرَةٗ وَعَشِيّٗا ٦٢,62,16,19,309
وحنانا من لدنا وزكاة وكان تقيا,Maryam,مَريَم,وَحَنَانٗا مِّن لَّدُنَّا وَزَكَوٰةٗۖ وَكَانَ تَقِيّٗا ١٣,13,16,19,306
إلا من تاب وآمن وعمل صالحا فأولئك يدخلون الجنة ولا يظلمون شيئا,Maryam,مَريَم,إِلَّا مَن تَابَ وَءَامَنَ وَعَمِلَ صَٰلِحٗا فَأُوْلَٰٓئِكَ يَدۡخُلُونَ ٱلۡجَنَّةَ وَلَا يُظۡلَمُونَ شَيۡـٔٗا ٦٠,60,16,19,309
ألم تر أنا أرسلنا الشياطين على الكافرين تؤزهم أزا,Maryam,مَريَم,أَلَمۡ تَرَ أَنَّآ أَرۡسَلۡنَا ٱلشَّيَٰطِينَ عَلَى ٱلۡكَٰفِرِينَ تَؤُزُّهُمۡ أَزّٗا ٨٣,83,16,19,311
طه,Ṭā-Hā,طه,طه ١,1,16,20,312
ما أنزلنا عليك القرآن لتشقى,Ṭā-Hā,طه,مَآ أَنزَلۡنَا عَلَيۡكَ ٱلۡقُرۡءَانَ لِتَشۡقَىٰٓ ٢,2,16,20,312
إلا تذكرة لمن يخشى,Ṭā-Hā,طه,إِلَّا تَذۡكِرَةٗ لِّمَن يَخۡشَىٰ ٣,3,16,20,312
تنزيلا ممن خلق الأرض والسموات العلا,Ṭā-Hā,طه,تَنزِيلٗا مِّمَّنۡ خَلَقَ ٱلۡأَرۡضَ وَٱلسَّمَٰوَٰتِ ٱلۡعُلَى ٤ ,4,16,20,312
الرحمن على العرش استوى,Ṭā-Hā,طه,ٱلرَّحۡمَٰنُ عَلَى ٱلۡعَرۡشِ ٱسۡتَوَىٰ ٥,5,16,20,312
له ما في السموات وما في الأرض وما بينهما وما تحت الثرى,Ṭā-Hā,طه,لَهُۥ مَا فِي ٱلسَّمَٰوَٰتِ وَمَا فِي ٱلۡأَرۡضِ وَمَا بَيۡنَهُمَا وَمَا تَحۡتَ ٱلثَّرَىٰ ٦,6,16,20,312
وإن تجهر بالقول فإنه يعلم السر وأخفى,Ṭā-Hā,طه,وَإِن تَجۡهَرۡ بِٱلۡقَوۡلِ فَإِنَّهُۥ يَعۡلَمُ ٱلسِّرَّ وَأَخۡفَى ٧,7,16,20,312
الله لا إله إلا هو له الأسماء الحسنى,Ṭā-Hā,طه,ٱللَّهُ لَآ إِلَٰهَ إِلَّا هُوَۖ لَهُ ٱلۡأَسۡمَآءُ ٱلۡحُسۡنَىٰ ٨,8,16,20,312
وهل أتاك حديث موسى,Ṭā-Hā,طه,وَهَلۡ أَتَىٰكَ حَدِيثُ مُوسَىٰٓ ٩,9,16,20,312
إذ رأى نارا فقال لأهله امكثوا إني آنست نارا لعلي آتيكم منها بقبس أو أجد على النار هدى,Ṭā-Hā,طه,إِذۡ رَءَا نَارٗا فَقَالَ لِأَهۡلِهِ ٱمۡكُثُوٓاْ إِنِّيٓ ءَانَسۡتُ نَارٗا لَّعَلِّيٓ ءَاتِيكُم مِّنۡهَا بِقَبَسٍ أَوۡ أَجِدُ عَلَى ٱلنَّارِ هُدٗى ١٠,10,16,20,312
فلما أتاها نودي ياموسى,Ṭā-Hā,طه,فَلَمَّآ أَتَىٰهَا نُودِيَ يَٰمُوسَىٰٓ ١١,11,16,20,312
إني أنا ربك فاخلع نعليك إنك بالواد المقدس طوى,Ṭā-Hā,طه,إِنِّيٓ أَنَا۠ رَبُّكَ فَٱخۡلَعۡ نَعۡلَيۡكَ إِنَّكَ بِٱلۡوَادِ ٱلۡمُقَدَّسِ طُوٗى ١٢ ,12,16,20,312
وأنا اخترتك فاستمع لما يوحى,Ṭā-Hā,طه,وَأَنَا ٱخۡتَرۡتُكَ فَٱسۡتَمِعۡ لِمَا يُوحَىٰٓ ١٣,13,16,20,313
إنني أنا الله لا إله إلا أنا فاعبدني وأقم الصلاة لذكري,Ṭā-Hā,طه,إِنَّنِيٓ أَنَا ٱللَّهُ لَآ إِلَٰهَ إِلَّآ أَنَا۠ فَٱعۡبُدۡنِي وَأَقِمِ ٱلصَّلَوٰةَ لِذِكۡرِيٓ ١٤,14,16,20,313
إن الساعة آتية أكاد أخفيها لتجزى كل نفس بما تسعى,Ṭā-Hā,طه,إِنَّ ٱلسَّاعَةَ ءَاتِيَةٌ أَكَادُ أُخۡفِيهَا لِتُجۡزَىٰ كُلُّ نَفۡسِۭ بِمَا تَسۡعَىٰ ١٥,15,16,20,313
فلا يصدنك عنها من لا يؤمن بها واتبع هواه فتردى,Ṭā-Hā,طه,فَلَا يَصُدَّنَّكَ عَنۡهَا مَن لَّا يُؤۡمِنُ بِهَا وَٱتَّبَعَ هَوَىٰهُ فَتَرۡدَىٰ ١٦,16,16,20,313
وما تلك بيمينك ياموسى,Ṭā-Hā,طه,وَمَا تِلۡكَ بِيَمِينِكَ يَٰمُوسَىٰ ١٧,17,16,20,313
قال هي عصاي أتوكأ عليها وأهش بها على غنمي ولي فيها مآرب أخرى,Ṭā-Hā,طه,قَالَ هِيَ عَصَايَ أَتَوَكَّؤُاْ عَلَيۡهَا وَأَهُشُّ بِهَا عَلَىٰ غَنَمِي وَلِيَ فِيهَا مَـَٔارِبُ أُخۡرَىٰ ١٨,18,16,20,313
قال ألقها ياموسى,Ṭā-Hā,طه,قَالَ أَلۡقِهَا يَٰمُوسَىٰ ١٩,19,16,20,313
فألقاها فإذا هي حية تسعى,Ṭā-Hā,طه,فَأَلۡقَىٰهَا فَإِذَا هِيَ حَيَّةٞ تَسۡعَىٰ ٢٠,20,16,20,313
قال خذها ولا تخف سنعيدها سيرتها الأولى,Ṭā-Hā,طه,قَالَ خُذۡهَا وَلَا تَخَفۡۖ سَنُعِيدُهَا سِيرَتَهَا ٱلۡأُولَىٰ ٢١,21,16,20,313
واضمم يدك إلى جناحك تخرج بيضاء من غير سوء آية أخرى,Ṭā-Hā,طه,وَٱضۡمُمۡ يَدَكَ إِلَىٰ جَنَاحِكَ تَخۡرُجۡ بَيۡضَآءَ مِنۡ غَيۡرِ سُوٓءٍ ءَايَةً أُخۡرَىٰ ٢٢,22,16,20,313
لنريك من آياتنا الكبرى,Ṭā-Hā,طه,لِنُرِيَكَ مِنۡ ءَايَٰتِنَا ٱلۡكُبۡرَى ٢٣,23,16,20,313
اذهب إلى فرعون إنه طغى,Ṭā-Hā,طه,ٱذۡهَبۡ إِلَىٰ فِرۡعَوۡنَ إِنَّهُۥ طَغَىٰ ٢٤,24,16,20,313
قال رب اشرح لي صدري,Ṭā-Hā,طه,قَالَ رَبِّ ٱشۡرَحۡ لِي صَدۡرِي ٢٥,25,16,20,313
ويسر لي أمري,Ṭā-Hā,طه,وَيَسِّرۡ لِيٓ أَمۡرِي ٢٦,26,16,20,313
واحلل عقدة من لساني,Ṭā-Hā,طه,وَٱحۡلُلۡ عُقۡدَةٗ مِّن لِّسَانِي ٢٧,27,16,20,313
يفقهوا قولي,Ṭā-Hā,طه,يَفۡقَهُواْ قَوۡلِي ٢٨,28,16,20,313
واجعل لي وزيرا من أهلي,Ṭā-Hā,طه,وَٱجۡعَل لِّي وَزِيرٗا مِّنۡ أَهۡلِي ٢٩,29,16,20,313
هارون أخي,Ṭā-Hā,طه,هَٰرُونَ أَخِي ٣٠,30,16,20,313
اشدد به أزري,Ṭā-Hā,طه,ٱشۡدُدۡ بِهِۦٓ أَزۡرِي ٣١,31,16,20,313
وأشركه في أمري,Ṭā-Hā,طه,وَأَشۡرِكۡهُ فِيٓ أَمۡرِي ٣٢,32,16,20,313
كي نسبحك كثيرا,Ṭā-Hā,طه,كَيۡ نُسَبِّحَكَ كَثِيرٗا ٣٣,33,16,20,313
ونذكرك كثيرا,Ṭā-Hā,طه,وَنَذۡكُرَكَ كَثِيرًا ٣٤,34,16,20,313
إنك كنت بنا بصيرا,Ṭā-Hā,طه,إِنَّكَ كُنتَ بِنَا بَصِيرٗا ٣٥,35,16,20,313
قال قد أوتيت سؤلك ياموسى,Ṭā-Hā,طه,قَالَ قَدۡ أُوتِيتَ سُؤۡلَكَ يَٰمُوسَىٰ ٣٦,36,16,20,313
ولقد مننا عليك مرة أخرى,Ṭā-Hā,طه,وَلَقَدۡ مَنَنَّا عَلَيۡكَ مَرَّةً أُخۡرَىٰٓ ٣٧ ,37,16,20,313
إذ أوحينا إلى أمك ما يوحى,Ṭā-Hā,طه,إِذۡ أَوۡحَيۡنَآ إِلَىٰٓ أُمِّكَ مَا يُوحَىٰٓ ٣٨,38,16,20,314
أن اقذفيه في التابوت فاقذفيه في اليم فليلقه اليم بالساحل يأخذه عدو لي وعدو له وألقيت عليك محبة مني ولتصنع على عيني,Ṭā-Hā,طه,أَنِ ٱقۡذِفِيهِ فِي ٱلتَّابُوتِ فَٱقۡذِفِيهِ فِي ٱلۡيَمِّ فَلۡيُلۡقِهِ ٱلۡيَمُّ بِٱلسَّاحِلِ يَأۡخُذۡهُ عَدُوّٞ لِّي وَعَدُوّٞ لَّهُۥۚ وَأَلۡقَيۡتُ عَلَيۡكَ مَحَبَّةٗ مِّنِّي وَلِتُصۡنَعَ عَلَىٰ عَيۡنِيٓ ٣٩,39,16,20,314
إذ تمشي أختك فتقول هل أدلكم على من يكفله فرجعناك إلى أمك كي تقر عينها ولا تحزن وقتلت نفسا فنجيناك من الغم وفتناك فتونا فلبثت سنين في أهل مدين ثم جئت على قدر ياموسى,Ṭā-Hā,طه,إِذۡ تَمۡشِيٓ أُخۡتُكَ فَتَقُولُ هَلۡ أَدُلُّكُمۡ عَلَىٰ مَن يَكۡفُلُهُۥۖ فَرَجَعۡنَٰكَ إِلَىٰٓ أُمِّكَ كَيۡ تَقَرَّ عَيۡنُهَا وَلَا تَحۡزَنَۚ وَقَتَلۡتَ نَفۡسٗا فَنَجَّيۡنَٰكَ مِنَ ٱلۡغَمِّ وَفَتَنَّٰكَ فُتُونٗاۚ فَلَبِثۡتَ سِنِينَ فِيٓ أَهۡلِ مَدۡيَنَ ثُمَّ جِئۡتَ عَلَىٰ قَدَرٖ يَٰمُوسَىٰ ٤٠ ,40,16,20,314
واصطنعتك لنفسي,Ṭā-Hā,طه,وَٱصۡطَنَعۡتُكَ لِنَفۡسِي ٤١,41,16,20,314
اذهب أنت وأخوك بآياتي ولا تنيا في ذكري,Ṭā-Hā,طه,ٱذۡهَبۡ أَنتَ وَأَخُوكَ بِـَٔايَٰتِي وَلَا تَنِيَا فِي ذِكۡرِي ٤٢,42,16,20,314
اذهبا إلى فرعون إنه طغى,Ṭā-Hā,طه,ٱذۡهَبَآ إِلَىٰ فِرۡعَوۡنَ إِنَّهُۥ طَغَىٰ ٤٣,43,16,20,314
فقولا له قولا لينا لعله يتذكر أو يخشى,Ṭā-Hā,طه,فَقُولَا لَهُۥ قَوۡلٗا لَّيِّنٗا لَّعَلَّهُۥ يَتَذَكَّرُ أَوۡ يَخۡشَىٰ ٤٤,44,16,20,314
قالا ربنا إننا نخاف أن يفرط علينا أو أن يطغى,Ṭā-Hā,طه,قَالَا رَبَّنَآ إِنَّنَا نَخَافُ أَن يَفۡرُطَ عَلَيۡنَآ أَوۡ أَن يَطۡغَىٰ ٤٥,45,16,20,314
قال لا تخافا إنني معكما أسمع وأرى,Ṭā-Hā,طه,قَالَ لَا تَخَافَآۖ إِنَّنِي مَعَكُمَآ أَسۡمَعُ وَأَرَىٰ ٤٦ ,46,16,20,314
فأتياه فقولا إنا رسولا ربك فأرسل معنا بني إسرائيل ولا تعذبهم قد جئناك بآية من ربك والسلام على من اتبع الهدى,Ṭā-Hā,طه,فَأۡتِيَاهُ فَقُولَآ إِنَّا رَسُولَا رَبِّكَ فَأَرۡسِلۡ مَعَنَا بَنِيٓ إِسۡرَٰٓءِيلَ وَلَا تُعَذِّبۡهُمۡۖ قَدۡ جِئۡنَٰكَ بِـَٔايَةٖ مِّن رَّبِّكَۖ وَٱلسَّلَٰمُ عَلَىٰ مَنِ ٱتَّبَعَ ٱلۡهُدَىٰٓ ٤٧,47,16,20,314
إنا قد أوحي إلينا أن العذاب على من كذب وتولى,Ṭā-Hā,طه,إِنَّا قَدۡ أُوحِيَ إِلَيۡنَآ أَنَّ ٱلۡعَذَابَ عَلَىٰ مَن كَذَّبَ وَتَوَلَّىٰ ٤٨,48,16,20,314
قال فمن ربكما ياموسى,Ṭā-Hā,طه,قَالَ فَمَن رَّبُّكُمَا يَٰمُوسَىٰ ٤٩,49,16,20,314
قال ربنا الذي أعطى كل شيء خلقه ثم هدى,Ṭā-Hā,طه,قَالَ رَبُّنَا ٱلَّذِيٓ أَعۡطَىٰ كُلَّ شَيۡءٍ خَلۡقَهُۥ ثُمَّ هَدَىٰ ٥٠,50,16,20,314
قال فما بال القرون الأولى,Ṭā-Hā,طه,قَالَ فَمَا بَالُ ٱلۡقُرُونِ ٱلۡأُولَىٰ ٥١ ,51,16,20,314
