id,sura,aya,translation,footnotes
2116,17,87,"nevertheless it is a mercy from your Lord[77], for His favor to you is truly great.","[77] Allah would not take away the Qur’an, out of mercy to His Prophet and to His servants."
2117,17,88,"Say, “If all humans and jinn were to come together to produce something similar to this Qur’an, they would not be able to produce the like of it, even if they collaborated with one another[78].”",[78] The miraculousness of the Qur’an and its inimitability lie in both its word and meaning.
2118,17,89,"We have explained every kind of example[79] for mankind in this Qur’an, yet most people persist in disbelief.","[79] i.e., proofs, admonitions, similitudes, and stories, so that people of sound reason may take heed."
2119,17,90,"They say, “We will never believe in you until you cause a spring to gush forth for us from the earth[80],","[80] Showing miracles are of no use, even if it is catastrophic to them."
2120,17,91,"or until you have a garden of date palms and grapevines, and you cause rivers to flow abundantly in their midst,",
2121,17,92,"or you make the sky to fall upon us in pieces – as you claim – or bring Allah and the angels before us face to face,",
2122,17,93,"or until you have a house of gold, or you ascend to heaven, and even then we will never believe in your ascension unless you bring down to us a book which we can read.” Say, “Glory be to my Lord! Am I anything but a human, sent as a messenger?”",
2123,17,94,"Nothing prevented people from believing when guidance came to them except that they said, “Has Allah sent a human as a messenger?”",
2124,17,95,"Say, “If there had been angels walking on earth peacefully, We would have certainly sent down to them from the heaven an angel as a messenger.”",
2125,17,96,"Say, “Allah is Sufficient as a witness between me and you. He is indeed All-Aware, All-Seeing of His slaves.”",
2126,17,97,"Whoever Allah guides is truly guided; and whoever He causes to stray, you will find none to protect them besides Him. On the Day of Resurrection, We will gather [and drag] them on their faces – deaf, dumb and blind. Their abode will be Hell; every time it subsides, We will flare it up for them[81].",[81] As a consequence of his own preference.
2127,17,98,"That will be their recompense because they rejected Our verses and said, “What! When we are turned into bones and crumbled particles, will we really be raised as a new creation?”",
2128,17,99,"Do they not see that Allah, Who created the heavens and earth, is able to create the like of them? He has decreed for them an appointed time, about which there is no doubt, yet the wrongdoers persist in denial.",
2129,17,100,"Say, “If you were to own the treasuries of my Lord’s mercy, you would surely hold them back for fear of spending, for man is ever miserly.”",
2130,17,101,"We gave Moses nine clear signs. Ask the Children of Israel when he came to them, Pharaoh said to him, “O Moses, I certainly think that you are bewitched[82].”",[82] Makkans are warned by his example not to hasten their punishment by asking for miracles that they would not believe.
2131,17,102,"Moses said, “You already know that none sent down these [signs] except the Lord of the heavens and earth as clear proofs, and I certainly think that you, O Pharaoh, are doomed!”",
2132,17,103,"So he decided to exile them out of the land, but We drowned him and all those who were with him.",
2133,17,104,"Thereafter[83] We said to the Children of Israel, “Dwell in the land, but when the promise of the Hereafter comes, We will bring you all together.”",[83] After the drowning of Pharaoh and his people.
2134,17,105,"With the truth We have sent down this [Qur’an] and with the truth it has descended[84], and We have not sent you [O Prophet] except as a bearer of glad tidings and a warner.","[84] It is repeated twice in the face of the ardent denial of the pagans of Makkah and their demand to provide them with miracles, asserting here that the Qur’an is a revelation from Allah: it contains truthful news and just rulings, as it is sent down by Gabriel (عليه السلام), the strong and trustworthy, to Prophet Muhammad (ﷺ), safeguarded against the devils, free from alteration, additions or omission, throughout all times."
2135,17,106,"This is a Qur’an that We have revealed over stages so that you may recite it to people at a slower pace, and We have sent it down in a successive manner[85].","[85] In separate segments, one coming after another over the duration of 23 years of his mission."
2136,17,107,"Say, “Believe in it, or do not believe. Those who were given knowledge before it[86], when it is recited to them, they fall on their faces in prostration,",[86] Of the People of the Book who recognize the truth.
2137,17,108,"and they say, “Glory be to our Lord. The promise of our Lord is bound to be fulfilled.”",
2138,17,109,"They fall down on their faces weeping, and it increases their humility.”",
2139,17,110,"Say, “Call upon Allah or call upon the Most Compassionate[87] – whichever name you call, to Him belong the Most Beautiful Names.” Do not be too loud in your prayer, nor too quiet, but seek a way in between[88].","[87] The Makkans heard the Prophet (ﷺ) praying to Allah, once as Allah and on another occasion as Al-Rahmān, and claimed that he was praying to two different gods. [Majmū‘ al-Fatāwā, Ibn Taymiyyah, 14:15] Both are two Names for Allah, the One and Only God.
 [88] Abdullāh ibn Abbās (رضي الله عنهما) reported the reason behind the revelation of this verse: “It came down when the Messenger of Allah (ﷺ) was lying low in Makkah. When he used to lead his Companions in Prayer and raise his voice and the pagans heard him, they would curse the Qur’an and He Who sent it down. So Allah said to His Messenger: “Do not raise your voice is Prayer upon which the pagans would hear you, yet not too quiet that your Companions may not hear you. Make them hear the Qur’an but do not raise your voice to that extent; seeking a middle way between them.” [Al-Bukhārī: 4722; Muslim: 446]."
